Path	Class
E:\Dev\flowers ds\flowers\dandelion\3461986955_29a1abc621.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\4838669164_ffb6f67139.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\7469617666_0e1a014917.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\7166606598_5d2cd307c3_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\3975010332_3209f9f447_m.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\9947385346_3a8cacea02_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\29138994986_267e0e36c9_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\33980437760_60f3ceaf03_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\479115838_0771a6cdff.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\4552571121_2677bcdec3.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\6042014768_b57f0bfc79_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\16970837587_4a9d8500d7.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\34638378196_216d5bbc2e_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\7320089276_87b544e341.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\4644110077_ff252cd7c4.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\2467980325_237b14c737_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\21626652132_97e1318bb8_m.jpg	daisy
E:\Dev\flowers ds\flowers\rose\7456771390_c2505e08a2_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\33871813063_d7b6bedafe_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\7358085448_b317d11cd5.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\14814264272_4b39a102f9_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\15509799653_0562d4a4fa.jpg	rose
E:\Dev\flowers ds\flowers\daisy\14591326135_930703dbed_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\253622055_d72964a7fd_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\14147016029_8d3cf2414e.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\9010116368_2f51f1e086_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\14333681205_a07c9f1752_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\14128835667_b6a916222c.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\512177035_70afc925c8.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\8838983024_5c1a767878_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\130685040_3c2fcec63e_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\18486124712_17ebe7559b_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\210076535_80951bc5d5.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\5726984343_ae124aed97.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\18376177250_86060cbdc9.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\20812318934_82f10c45a1_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\14487943607_651e8062a1_m.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\17243540220_65b98eb926_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\5546723510_39a5a10d3a_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\4571923094_b9cefa9438_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\123128873_546b8b7355_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\34728513735_ebb4b179eb_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\16717320956_d4b00807f2.jpg	tulip
E:\Dev\flowers ds\flowers\rose\4797595918_79887b1229_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\5716633491_55e6f02645_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\6050020905_881295ac72_n.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\286875003_f7c0e1882d.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\9483429732_5ae73eb672_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\19593576916_f5a083d7fe_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\14414117598_cf70df30de.jpg	rose
E:\Dev\flowers ds\flowers\daisy\5884807222_22f5326ba8_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\5674707921_1ffd141bab_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\4290566894_c7f061583d_m.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\8713397694_bcbcbba2c2_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\3446018470_0c40e73ed6_m.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\16765283686_0315ae00a8.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\5670916806_df4316006f_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\17869810353_c0d9902bc3_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\6146107825_45f708ecd7_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\4489359360_09db62f825.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\23247483352_0defc7a6dc_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\4516198427_0e5099cd8e.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\478765271_6a8ca1cfa1_m.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\4573822295_5c5c6a5f6a.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\4602809199_d3030cef01_m.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\14084749296_6143c74c72_m.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\13956300996_07e64a3dbd_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\4082856478_741a411ebb.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\13953307149_f8de6a768c_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\4588529727_4a79c61577.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\6482016425_d8fab362f6.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\4590702749_e1df8e0c1b.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\17291451621_0e39f08b9e_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\116343334_9cb4acdc57_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\9221345475_67735dbf4f_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\14097111174_87a2e7e0c7_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\34670512115_af22cce24d_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\7288989324_c25d9febbf.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\5673112305_02fe19297b_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\18302793940_8fcc8b4661_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\518256494_368a72db37.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\4414080766_5116e8084e.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\5797606814_ccac615312_m.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\9431896325_23bf6e8761.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\34547261352_d39bf4073a_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\13531001134_72052100e1_m.jpg	tulip
E:\Dev\flowers ds\flowers\rose\5398974188_799753449c.jpg	rose
E:\Dev\flowers ds\flowers\tulip\7144016605_e159b6c06b_m.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\2427626706_ffdf697f84_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\14414100710_753a36fce9.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\4746668678_0e2693b1b9_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\17324469461_2b318aff8d_m.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\200557983_10a88672fc.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\4226758402_a1b75ce3ac_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\15549402199_2890918ddb.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\17122969189_0ec37cb6c9.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\5653364300_bc557236c7_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\15452909878_0c4941f729_m.jpg	tulip
E:\Dev\flowers ds\flowers\rose\7525783408_0999483bf4_m.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\8691437509_9ac8441db7_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\144076848_57e1d662e3_m.jpg	daisy
E:\Dev\flowers ds\flowers\rose\5336562502_d697a3f0b2_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\5970301989_fe3a68aac8_m.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\8628453641_6f87755815_m.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\8713389178_66bceb71a8_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\130685347_afbffe3afa_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\413815348_764ae83088.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\12024561754_ce9667e4dc_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\5623010186_796ca8d29a.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\520752848_4b87fb91a4.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\33882910234_dd8f1479e3_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\4713958242_fbcfe9a61b_m.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\7166567320_0a2beb6d42.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\16570062929_6c41c66387_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\18711159980_11d3bd5042.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\6978826370_7b9aa7c7d5.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\15381511376_fd743b7330_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\5223643767_d8beb7e410.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\315645471_dda66c6338_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\8980266062_8387f6cc89.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\3336704121_cfeb67a7d7.jpg	daisy
E:\Dev\flowers ds\flowers\rose\7419966772_d6c1c22a81.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\5951665793_8ae4807cbd_n.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\515112668_a49c69455a.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\10128546863_8de70c610d.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\2449852402_45d12b9875_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\4432271543_01c56ca3a9.jpg	daisy
E:\Dev\flowers ds\flowers\rose\18302796110_02ef47cd43_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\3889694330_6f84d123d5_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\8744249948_36cb1969f8_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\4268817944_cdbdb226ae.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\5691090657_2f1e9bf49e_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\480621885_4c8b50fa11_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\5646743865_a8f20b60f7_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8713398906_28e59a225a_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\8681746439_d6beeefbf9.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\10779476016_9130714dc0.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\10994032453_ac7f8d9e2e.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\9399711558_7cb9547cd3_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\779359602_30abcbf5bb_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\33886931523_4499a65b72_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\8719388716_1a392c4c0e_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\10466290366_cc72e33532.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\9904127656_f76a5a4811_m.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\15327813273_06cdf42210.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\2807106374_f422b5f00c.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\14256494455_0718057a48_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\14651385476_7ccb20e594_m.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\98992760_53ed1d26a9.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\450128527_fd35742d44.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\2495749544_679dc7ccef.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\20289938802_e16fa9f23d.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\3640845041_80a92c4205_n.jpg	daisy
E:\Dev\flowers ds\flowers\rose\20622485918_90fc000c86_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\14292205986_da230467ef.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\3419166382_a5e4b8fe6d_m.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\475936554_a2b38aaa8e.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\7315832212_b0ceeb8de8_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\33879354664_615c72773d_n.jpg	daisy
E:\Dev\flowers ds\flowers\rose\5336560370_f994cb35a1_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\8690791226_b1f015259f_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\13900235284_32ce563633_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\7481117422_66e73115ac_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\2567033807_8e918c53d8_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\2401343175_d2a892cf25_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\2535727910_769c020c0d_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8669794378_97dda6036f_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\2607132536_d95198e619_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\16702117379_c25bff70e9.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\5043409856_395300dbe5_m.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\1443259657_2704fab26e_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\6495559397_61d01c0c57.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\14332947164_9b13513c71_m.jpg	daisy
E:\Dev\flowers ds\flowers\rose\9160289562_ab2718d19b.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\4560613196_91a04f8dcf_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\13920113_f03e867ea7_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\8382667241_0f046cecdb_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\18354545086_693ea7bc2a.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\5208680166_c4372477ef_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\159079265_d77a9ac920_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\488202750_c420cbce61.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\13887031789_97437f246b.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\8980273068_cf7e8b880a_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\3001531316_efae24d37d_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\141340262_ca2e576490.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\14646279002_9cdf97be97_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\5960270643_1b8a94822e_m.jpg	rose
E:\Dev\flowers ds\flowers\tulip\5717950291_af2aed83d8_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\6958343928_7e596da4ed_m.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\138166590_47c6cb9dd0.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\15297244181_011883a631_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\4496202781_1d8e776ff5_n.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\7654774598_6b715a8d3e.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\8038712786_5bdeed3c7f_m.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\13539827514_79b60b6c22_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\14551098743_2842e7a004_n.jpg	daisy
E:\Dev\flowers ds\flowers\rose\4809566219_88f9a1aea3.jpg	rose
E:\Dev\flowers ds\flowers\daisy\34283646340_4fe48d1bb7_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\8739657154_6db14796c9.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\5002460856_c44a02442f_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\18282528206_7fb3166041.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\22405882322_d4561f8469_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\130733200_fbe28eea19.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\3502685880_f026400dce_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\2057816617_18448093d0_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\8738317694_eca2ce3bfc_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\3001533700_1c62fb8b4a_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\5757091018_cdfd79dfa6_m.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\2908212142_5437fa67ff_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\16930121391_a4092ecf00_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\17175932454_c052e205c1_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\4572955407_87f4805c7b.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\20340657765_ddb2d2154e_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\8710148289_6fc196a0f8_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\14746916178_40403cc57e.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\4271193206_666ef60aa0_m.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\2579018590_74359dcf1a_m.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\4624404489_11e10fcd33_n.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\1596293240_2d5b53495a_m.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\8926641787_d2515dfe8f_m.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\16817037661_2980d823e1_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\14070457521_8eb41f65fa.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\3292434691_392071d702_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\34701198765_54aa641d7a_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\3491933306_43cfe2cfbe.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\8707349105_6d06b543b0.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\34256868592_ca3ffd6b15_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\2470874500_43d8011e75.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\33184832190_e5411d91a4_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\5020805135_1219d7523d.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\6166888942_7058198713_m.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\7166632158_666116d770_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\19613308325_a67792d889.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\5002453148_5a7bbcce64_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\2065522422_cfdd80044a_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\8713394070_b24561b0a9.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\8892851067_79242a7362_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\174131220_c853df1287.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\7184780734_3baab127c2_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\1265350143_6e2b276ec9.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\4440480869_632ce6aff3_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\13509973805_bda5fa8982.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\14674389605_df3c0bcfa1_m.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\5923085891_27617463fe.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\17649230811_9bdbbacb8c.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\5001844187_0a77b2eed6_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\6908789145_814d448bb1_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\10090824183_d02c613f10_m.jpg	rose
E:\Dev\flowers ds\flowers\tulip\8511683706_4173683d45_m.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\18635898912_eb8e058ef0.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\10294487385_92a0676c7d_m.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\22429946721_e17a12cb39_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\34690477346_6af75b993b_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\9489270024_1b05f08492_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\9200211647_be34ce978b.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\13279526615_a3b0059bec.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\8368015811_2893411cf7_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\12094442595_297494dba4_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\8094774544_35465c1c64.jpg	daisy
E:\Dev\flowers ds\flowers\rose\568715474_bdb64ccc32.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\15054865768_2cc87ac9d4_m.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\4258272381_65bd4b8191_m.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\20133942640_0f4442b858_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\17101762155_2577a28395.jpg	daisy
E:\Dev\flowers ds\flowers\rose\5002459442_81825061e9_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\15061894841_e5aca59ecd_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\4231745228_ece86330d9.jpg	rose
E:\Dev\flowers ds\flowers\tulip\4550117239_5907aaba4c.jpg	tulip
E:\Dev\flowers ds\flowers\rose\5001846725_7bb1b9fedf_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\14024864234_713158c27f_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\5602220566_5cdde8fa6c_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\4398771472_44f2a0c162_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\5715788902_9dd2b4ef1d.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\2442985637_8748180f69.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\8987479080_32ab912d10_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\4186808407_06688641e2_n.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\34312487015_66a635fd71_n.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\3897174387_07aac6bf5f_n.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\19442589512_e733cfea0f.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\3455026124_d66cafb9fc.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\18622672908_eab6dc9140_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\33891398493_e0b6d7f683_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\2538504987_fe524b92a8_n.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\15207507116_8b7f894508_m.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\2812442552_3eed5fb9f2_m.jpg	daisy
E:\Dev\flowers ds\flowers\rose\2682566502_967e7eaa2a.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\15054864508_0334b892be_m.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\16691236594_4287cea9d6_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\477207005_6327db8393_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\525271784_013ddccd1b_m.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\4550091966_7f3e0f8802_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\808239968_318722e4db.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\3456403987_5bd5fa6ece_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\5598014250_684c28bd5c_n.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\4610018126_21f438d2dc_m.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\19280272025_57de24e940_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\1353279846_7e6b87606d.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\15066430311_fb57fa92b0_m.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\13472387874_d844478dbb.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\34725991045_05812dedd5_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\9472854850_fc9e1db673.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\5629940298_634f35125c.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\34532930772_5cc5fc600d_n.jpg	daisy
E:\Dev\flowers ds\flowers\rose\10503217854_e66a804309.jpg	rose
E:\Dev\flowers ds\flowers\rose\9216324117_5fa1e2bc25_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\8733586143_3139db6e9e_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\3504430338_77d6a7fab4_n.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\9056495873_66e351b17c_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\3584415133_a4122ab7b9.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\6080086410_17a02dcfb8.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\7465850028_cdfaae235a_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\20183028616_beb937e75c_m.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\17733480801_bffa0a30c0_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\8712270243_8512cf4fbd.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\22244161124_53e457bb66_n.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\5626784099_b36dd3fb11_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\34578947551_863af3acb3_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8659691170_09db83d023.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\721595842_bacd80a6ac.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\5357144886_b78f4782eb.jpg	sunflower
